english,coptic,dialect,source,quality
"By saying 'If your brother does not listen to you, let him be an enemy to you like one you have never seen,' in the first place the Lord wishes us to cut him off from us, and after rebuking him, perhaps he might repent after having been a stranger because of God, he being our brother, and return and repent that we may forgive him up to seven times seventy times if he does not repeat the sin for we had planned to cut him off.",ϩⲙⲡⲧⲣⲉϥϫⲟⲟⲥ ⲇⲉ ϫⲉⲉⲣϣⲁⲛⲧⲙⲡⲉⲕⲥⲟⲛ ⲥⲱⲧⲙ ⲛⲥⲱⲕ ⲙⲁⲣⲉϥϣⲱⲡⲉ ⲛⲁⲕ ⲉⲩϫⲁϫⲉ ⲛⲧϩⲉ ⲙⲡⲉⲧⲉⲙⲡⲕⲛⲁⲩ ⲉⲣⲟϥ ⲉⲛⲉϩ · ϣⲟⲣⲡ ⲙⲉⲛ ⲉϥⲟⲩⲱϣ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲉⲧⲣⲉⲛϣⲁⲁⲧϥ ⲉⲃⲟⲗ ⲙⲙⲟⲛ ⲙⲛⲛⲥⲁⲧⲣⲉⲛϫⲡⲓⲟϥ ϫⲉⲁⲣⲏⲩ ⲣⲱ ⲛϥⲣϩⲧⲏϥ ⲙⲛⲛⲥⲁⲧⲣⲉϥϣⲱⲡⲉ ⲛⲧϩⲉ ⲛⲟⲩϣⲙⲙⲟ ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ ⲉⲡⲉⲛⲥⲟⲛ ⲡⲉ ⲁⲩⲱ ⲛϥⲕⲧⲟϥ ⲛϥⲙⲉⲧⲁⲛⲟⲉⲓ ⲛⲧⲛⲕⲱ ⲛⲁϥ ⲉⲃⲟⲗ ϣⲁⲥⲁϣϥ ⲛϣϥⲉ ⲛⲥⲟⲡ ϩⲟⲧⲁⲛ ⲉϥϣⲁⲛⲧⲙⲟⲩⲁϩⲙⲉϥ ⲉϩⲣⲁⲓ ⲉⲡⲛⲟⲃⲉ ⲉⲛⲧⲁⲛⲙⲉⲉⲩⲉ ⲉϣⲁⲁⲧϥ ⲉⲃⲟⲗ ⲙⲙⲟⲛ ⲉⲧⲃⲏⲏⲧϥ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0032 (CC BY 4.0),gold
"But if he decides not to turn from the sin for which we had planned to cut him off, we will cut him off from us and he will not return to us and we will not love him.",ⲁⲗⲗⲁ ⲉϣⲱⲡⲉ ⲉϥϣⲁⲛⲧⲙⲣϩⲛⲁϥ ⲉⲕⲧⲟϥ ⲉⲃⲟⲗ ϩⲙⲡⲛⲟⲃⲉ ⲉⲛⲧⲁⲛⲙⲉⲉⲩⲉ ⲉϣⲁⲁⲧϥ ⲉⲃⲟⲗ ⲙⲙⲟⲛ ⲉⲧⲃⲏⲏⲧϥ ⲉⲛⲛⲁϣⲁⲁⲧϥ ⲉⲃⲟⲗ ⲙⲙⲟⲛ ⲁⲩⲱ ⲛⲛⲉϥⲕⲧⲟϥ ⲉⲣⲟⲛ ⲁⲩⲱ ⲛⲛⲉⲛⲙⲉⲣⲓⲧϥ,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0033 (CC BY 4.0),gold
"But let him be an enemy for us because of God, though he is our brother.",ⲁⲗⲗⲁ ⲉϥⲉϣⲱⲡⲉ ⲛⲁⲛ ⲛⲟⲩϫⲁϫⲉ ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉⲉⲡⲉⲛⲥⲟⲛ ⲡⲉ,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0034 (CC BY 4.0),gold
And in this way the God-loving one reveals his entire love for the Lord that he has loved Him more than his brother and more than his father and mother.,ⲁⲩⲱ ⲛⲧⲉⲓϩⲉ ϣⲁⲣⲉⲡⲙⲁⲓⲛⲟⲩⲧⲉ ⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙⲡⲉϥⲟⲩⲱϣ ⲧⲏⲣϥ ⲉϩⲟⲩⲛ ⲉⲡϫⲟⲉⲓⲥ ϫⲉⲁϥⲙⲉⲣⲓⲧϥ ⲉϩⲟⲩⲟ ⲉⲡⲉϥⲥⲟⲛ · ⲁⲩⲱ ⲛϩⲟⲩⲟ ⲉⲡⲉϥⲉⲓⲱⲧ ⲙⲛⲧⲉϥⲙⲁⲁⲩ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0035 (CC BY 4.0),gold
"For it is a great perfection for a man to cut himself off from his brother or his son or his daughter or his father or his mother or any other person of his for the sake of God, when they sin against the One who created them, God.",ⲟⲩⲛⲟϭ ⲅⲁⲣ ⲙⲙⲛⲧⲧⲉⲗⲓⲟⲥ ⲧⲉ ⲉⲧⲣⲉⲡⲣⲱⲙⲉ ϣⲱⲱⲧ ⲉⲃⲟⲗ ⲙⲙⲟϥ ⲙⲡⲉϥⲥⲟⲛ ⲏ ⲡⲉϥϣⲏⲣⲉ ⲏ ⲧⲉϥϣⲉⲉⲣⲉ ⲏ ⲡⲉϥⲉⲓⲱⲧ ⲏ ⲧⲉϥⲙⲁⲁⲩ ⲏ ϭⲉⲗⲁⲁⲩ ⲛⲣⲱⲙⲉ ⲛⲧⲁϥ ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ · ϩⲟⲧⲁⲛ ⲉⲩϣⲁⲛⲣⲛⲟⲃⲉ ⲉⲡⲉⲛⲧⲁϥⲧⲁⲙⲓⲟⲟⲩ ⲉⲧⲉⲡⲛⲟⲩⲧⲉ ⲡⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0036 (CC BY 4.0),gold
It is a great strength for a man to love his enemies for the sake of God and pray for those who pursue him that do harm to him for the sake of God and bless those who curse him and sin against him.,ⲁⲩⲱ ⲟⲩⲛⲟϭ ⲙⲙⲛⲧϫⲱⲱⲣⲉ ⲧⲉ ⲉⲧⲣⲉⲡⲣⲱⲙⲉ ⲙⲉⲣⲉⲛⲉϥϫⲓϫⲉⲉⲩⲉ ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ ⲁⲩⲱ ⲛϥϣⲗⲏⲗ ⲉϫⲛⲛⲉⲧⲡⲏⲧ ⲛⲥⲱϥ ⲉⲧⲣⲡⲉⲧϩⲟⲟⲩ ⲛⲁϥ ⲁⲩⲱ ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ ⲛϥⲥⲙⲟⲩ ⲉⲛⲉⲧⲥⲁϩⲟⲩ ⲙⲙⲟϥ ⲉⲧⲣⲛⲟⲃⲉ ⲉⲣⲟϥ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0037 (CC BY 4.0),gold
This is what He meant by 'Let your brother be for you a gentile and tax collector for the sake of God if he sins before the Lord.',ⲁⲩⲱ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲛⲧⲁϥϫⲟⲟⲥ ϫⲉⲙⲁⲣⲉⲡⲉⲕⲥⲟⲛ ϣⲱⲡⲉ ⲛⲁⲕ ⲛⲟⲩϩⲉⲑⲛⲓⲕⲟⲥ ⲙⲛⲟⲩⲧⲉⲗⲱⲛⲏⲥ ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ ϩⲟⲧⲁⲛ ⲉϥϣⲁⲛⲣⲛⲟⲃⲉ ⲙⲡⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0038 (CC BY 4.0),gold
"Your enemy too, who sins against you, love him and bless him for God's sake.",ⲡⲉⲕϫⲁϫⲉ ⲇⲉ ϩⲱⲱϥ ⲉⲧⲣⲛⲟⲃⲉ ⲉⲣⲟⲕ ⲛⲅⲙⲉⲣⲓⲧϥ ⲁⲩⲱ ⲛⲅⲥⲙⲟⲩ ⲉⲣⲟϥ ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0039 (CC BY 4.0),gold
"We too, brothers, inasmuch as we are partners with each other, we are the children of a single man, God,",ⲁⲛⲟⲛ ⲇⲉ ϩⲱⲱⲛ ⲉⲥⲛⲏⲩ ⲉⲛϩⲟⲥⲟⲛ ⲉⲛⲟ ⲛⲕⲟⲓⲛⲱⲛⲟⲥ ⲙⲛⲛⲉⲛⲉⲣⲏⲩ ⲁⲛⲟⲛ ⲛϣⲏⲣⲉ ⲛⲟⲩⲣⲱⲙⲉ ⲛⲟⲩⲱⲧ ⲉⲧⲉⲡⲛⲟⲩⲧⲉ ⲡⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0040 (CC BY 4.0),gold
"and a single mother, heavenly Jerusalem, according to the Scriptures.",ⲁⲩⲱ ⲁⲛⲟⲛ ⲛϣⲏⲣⲉ ⲛⲟⲩⲙⲁⲁⲩ ⲛⲟⲩⲱⲧ ⲉⲧⲉⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲛⲧⲡⲉ ⲧⲉ ⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0041 (CC BY 4.0),gold
"Our father and mother who gave birth to us and nourished us in the flesh, are they better than our true father and mother?",ⲙⲏ ⲁⲣⲁ ϭⲉ ⲉϥⲥⲟⲧⲡ ⲛϭⲓⲡⲉⲛⲉⲓⲱⲧ ⲙⲛⲧⲉⲛⲙⲁⲁⲩ ⲉⲛⲧⲁⲩϫⲡⲟⲛ ⲁⲩⲱ ⲉⲁⲩⲥⲁⲛⲟⲩϣⲛ ⲕⲁⲧⲁⲥⲁⲣⲝ ⲛϩⲟⲩⲟ ⲉⲡⲉⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲛⲉⲓⲱⲧ ⲁⲩⲱ ⲧⲉⲛⲙⲁⲁⲩ ⲛⲁⲙⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0042 (CC BY 4.0),gold
The One who gave birth to us with His holy blood [,ⲡⲁⲓ ⲉⲛⲧⲁϥϫⲡⲟⲛ ϩⲣⲁⲓ ϩⲙⲡⲉϥⲥⲛⲟϥ ⲉⲧⲟⲩⲁⲁⲃ,sahidic,UD_Coptic-Scriptorium/dev.conllu#shenoute_a22-a22_YA421-428_s0043 (CC BY 4.0),gold
"He said, that is Abba Isaac: “Our fathers and Abba Pambo would wear tunics of rags in pieces and tunics of palm fiber,",ⲁϥϫⲟⲟⲥ ⲛϭⲓⲁⲡⲁ ⲓⲥⲁⲕ ϫⲉⲛⲉⲛⲉⲓⲟⲧⲉ ⲙⲛⲁⲡⲁ ⲡⲁⲙⲃⲱ ⲛⲉⲩⲫⲟⲣⲉⲓ ⲛϩⲉⲛϣⲧⲏⲛ ⲙⲡⲉⲗϭⲉ ⲉⲩϩⲛⲛⲧⲟⲉⲓⲥ ⲙⲛϩⲉⲛϣⲧⲏⲛ ⲛϣⲃⲛⲛⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_023_isaac-cells_07_s0001 (CC BY 4.0),gold
but you now you wear adorned tunics.,ⲛⲧⲱⲧⲛ ⲇⲉ ⲧⲉⲛⲟⲩ ⲧⲉⲧⲛⲫⲟⲣⲉⲓ ⲛϩⲉⲛϣⲧⲏⲛ ⲉⲩⲧⲁⲉⲓⲏⲩ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_023_isaac-cells_07_s0002 (CC BY 4.0),gold
"Go from this place,",ⲃⲱⲕ ⲛⲧⲱⲧⲛ ⲙⲡⲉⲓⲙⲁ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_023_isaac-cells_07_s0003 (CC BY 4.0),gold
you have ruined it.”,ⲁⲧⲉⲧⲛⲧⲁⲕⲟϥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_023_isaac-cells_07_s0004 (CC BY 4.0),gold
"Then as they were about to go to the harvest he said to them: “I’m not going to repeat and give you an order again,",ⲉⲩⲛⲁⲃⲱⲕ ⲇⲉ ⲉⲡⲱϩⲥ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲛϯⲛⲁⲃⲱⲕ ⲁⲛ ⲉⲕⲟⲧⲧ ⲉϯⲛⲧⲟⲗⲏ ⲛⲏⲧⲛ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_024_isaac-cells_07_s0001 (CC BY 4.0),gold
"after all, you don’t observe them.”",ⲛⲧⲉⲧⲛ ϩⲁⲣⲉϩ ⲅⲁⲣ ⲁⲛ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_024_isaac-cells_07_s0002 (CC BY 4.0),gold
He also said that Abba Pambo said: “This is the way that it is fitting for the monk to wear his clothes:,ⲛⲧⲟϥ ⲟⲛ ⲁϥϫⲟⲟⲥ ϫⲉⲁ ⲁⲡⲁ ⲡⲁⲙⲃⲱ ϫⲟⲟⲥ ϫⲉⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲉⲧⲉϣϣⲉ ⲉⲡⲙⲟⲛⲁⲭⲟⲥ ⲉⲫⲟⲣⲉⲓ ⲛⲛⲉϥϩⲟⲓⲧⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_025_isaac-cells_12_s0001 (CC BY 4.0),gold
such that if he throws his tunic out of his cell for three days no one will pick it up to wear it –,ϩⲱⲥⲧⲉ ⲉⲛⲉϫ ⲧⲉϥϣⲧⲏⲛ ⲙⲡⲃⲟⲗ ⲛⲧⲉϥⲣⲓ ⲛϣⲟⲙⲛⲧ ⲛϩⲟⲟⲩ . ⲛⲧⲉⲧⲙ ⲗⲁⲁⲩ ⲧⲁⲓⲟⲥ ⲉϥⲓⲧⲥ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_025_isaac-cells_12_s0002 (CC BY 4.0),gold
then he may wear it.”,ⲧⲟⲧⲉ ⲉϥⲉⲫⲟⲣⲉⲓ ⲙⲙⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_025_isaac-cells_12_s0003 (CC BY 4.0),gold
"Apa Cassian said, 'A nobleman (senator?) said, after he renounced all his possessions,",ⲁϥϫⲟⲟⲥ ⲛϭⲓⲁⲡⲁ ⲕⲁⲥⲓⲁⲛⲟⲥ · ϫⲉⲁϥϫⲟⲟⲥ ⲛϭⲓⲟⲩⲁ ⲛⲛⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ · ⲉⲁϥⲁⲡⲟⲧⲁⲥⲥⲉ ⲛⲛⲉϥⲭⲣⲏⲙⲁ ⲧⲏⲣⲟⲩ,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_026_cassian_07_s0001 (CC BY 4.0),gold
he gave them to the poor.,ⲁϥⲧⲁⲁⲩ ⲛⲛϩⲏⲕⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_026_cassian_07_s0002 (CC BY 4.0),gold
He set a little for himself because of his own needs.,ⲁϥⲕⲁ ϩⲉⲛⲕⲟⲩⲓ ⲛⲁϥ ⲉⲧⲃⲉⲧⲉϥⲭⲣⲉⲓⲁ ⲙⲁⲩⲁⲁϥ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_026_cassian_07_s0003 (CC BY 4.0),gold
"He did not wish to live in complete renunciation, of humility of heart.",ⲙⲡⲉϥⲟⲩⲱϣ ⲉⲱⲛϩ ϩⲛⲟⲩⲙⲛⲧⲁⲡⲟⲧⲁⲕⲧⲓⲕⲟⲥ ⲉⲧϫⲏⲕ ⲉⲃⲟⲗ · ⲻ ⲛⲧⲉⲡⲉⲑⲃⲃⲓⲟ ⲛϩⲏⲧ · ⲻ,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_026_cassian_07_s0004 (CC BY 4.0),gold
"who said, 'The elite (senatorial?) rank, you lost it; and monasticism, you did not find it.",ⲡⲁⲓ ⲇⲉ ⲁϥϫⲱ ⲛⲟⲩϣⲁϫⲉ ⲛⲁϩⲣⲁϥ ⲛϭⲓⲃⲁⲥⲓⲙⲟⲥ ⲡⲉⲧϣⲟⲟⲡ ϩⲛⲛⲉⲧⲟⲩⲁⲁⲃ · ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲧⲙⲛⲧⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ ⲁⲕⲥⲟⲣⲙⲉⲥ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_026_cassian_07_s0005 (CC BY 4.0),gold
"who said, 'The elite (senatorial?) rank, you lost it; and monasticism, you did not find it.",ⲁⲩⲱ ⲧⲙⲛⲧⲙⲟⲛⲁⲭⲟⲥ ⲙⲡⲉⲕϩⲉ ⲉⲣⲟⲥ · ⲻ,sahidic,UD_Coptic-Scriptorium/dev.conllu#apophthegmata_patrum-AP_026_cassian_07_s0006 (CC BY 4.0),gold
"They came to the other side of the sea, into the country of the Gadarenes.",ⲁⲩⲱ ⲁⲩⲙⲟⲟϣⲉ ⲉⲡⲉⲕⲣⲟ ⲛⲧⲉⲑⲁⲗⲁⲥⲥⲁ ⲉⲧⲉⲭⲱⲣⲁ ⲛⲛⲅⲉⲣⲁⲥⲏⲛⲟⲥ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0001 (CC BY 4.0),gold
"When he had come out of the boat, immediately a man with an unclean spirit met him out of the tombs.",ⲁⲩⲱ ⲛⲧⲉⲣⲉϥⲫⲱϭⲉ ⲉⲡⲉⲕⲣⲟ ⲛⲧⲉⲩⲛⲟⲩ ⲁϥⲧⲱⲙⲛⲧ ⲉⲣⲟϥ ⲛϭⲓⲟⲩⲣⲱⲙⲉ ⲉϥⲛⲏⲩ ⲉⲃⲟⲗ ϩⲛⲛⲉⲙϩⲁⲟⲩ ⲉⲣⲉⲟⲩⲡⲛⲉⲩⲙⲁ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲛⲙⲙⲁϥ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0002 (CC BY 4.0),gold
"He lived in the tombs. Nobody could bind him any more, not even with chains,",ⲉϥϣⲟⲟⲡ ϩⲛⲛⲉⲙϩⲁⲟⲩ ⲉⲙⲡⲉϣⲗⲁⲁⲩ ϭⲉ ϭⲙϭⲟⲙ ⲉⲙⲟⲣϥ ϩⲛϩⲁⲗⲩⲥⲓⲥ ⲉⲃⲟⲗ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0003 (CC BY 4.0),gold
"because he had been often bound with fetters and chains, and the chains had been torn apart by him, and the fetters broken in pieces. Nobody had the strength to tame him.",ϫⲉⲁⲩⲙⲟⲣϥ ⲛϩⲁϩ ⲛⲥⲟⲡ ⲛϩⲉⲛⲡⲁⲓⲇⲉⲥ ⲛⲙϩⲉⲛϩⲁⲗⲩⲥⲓⲥ ⲁⲩⲱ ϣⲁϥⲥⲗⲡⲛϩⲁⲗⲩⲥⲓⲥ ⲛϥⲟⲩⲉϭⲡⲙⲡⲁⲓⲇⲉⲥ ⲉⲙⲡⲉϣⲗⲁⲁⲩ ϭⲙϭⲟⲙ ⲉⲣⲟϥ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0004 (CC BY 4.0),gold
"Always, night and day, in the tombs and in the mountains, he was crying out, and cutting himself with stones.",ⲁⲩⲱ ⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ⲛⲧⲉⲩϣⲏ ⲙⲛⲡⲉϩⲟⲟⲩ ⲛⲉϥϩⲛⲛⲉⲙϩⲁⲟⲩ ⲁⲩⲱ ϩⲛⲛⲧⲟⲩⲓⲏ ⲉϥϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ⲉⲩϩⲓⲟⲩⲉ ⲉⲣⲟϥ ϩⲛⲛⲱⲛⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0005 (CC BY 4.0),gold
"When he saw Jesus from afar, he ran and bowed down to him,",ⲛⲧⲉⲣⲉϥⲛⲁⲩ ⲉⲓⲏⲥⲟⲩⲥ ϩⲙⲡⲟⲩⲉ ⲁϥⲡⲱⲧ ⲁϥⲡⲁϩⲧϥ ϩⲁⲣⲁⲧϥ ⲁϥⲟⲩⲱϣⲧ ⲛⲁϥ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0006 (CC BY 4.0),gold
"and crying out with a loud voice, he said, 'What have I to do with you, Jesus, you Son of the Most High God? I adjure you by God, don't torment me.'",ⲁϥⲱϣ ⲇⲉ ⲉⲃⲟⲗ ϩⲛⲟⲩⲛⲟϭ ⲛϩⲣⲟⲟⲩ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲁϩⲣⲟⲕ ⲛⲙⲙⲁⲓ ⲓⲏⲥⲟⲩⲥ ⲡϣⲏⲣⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲧϫⲟⲥⲉ ϯⲱⲣⲕ ⲉⲣⲟⲕ ⲙⲡⲛⲟⲩⲧⲉ . ϫⲉⲛⲛⲉⲕⲃⲁⲥⲁⲛⲓⲍⲉ ⲙⲙⲟⲓ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0007 (CC BY 4.0),gold
"For he said to him, 'Come out of the man, you unclean spirit!'",ⲛⲉⲣⲉⲓⲏⲥⲟⲩⲥ ⲅⲁⲣ ϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲁⲙⲟⲩ ⲉⲃⲟⲗ ⲙⲡⲣⲱⲙⲉ ⲡⲉⲡⲛⲉⲩⲙⲁ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0008 (CC BY 4.0),gold
"He asked him, 'What is your name?' He said to him, 'My name is Legion, for we are many.'",ⲁⲩⲱ ⲛⲉϥϫⲛⲟⲩ ⲙⲙⲟϥ ϫⲉⲛⲓⲙ ⲉⲣⲛⲧⲕ ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲗⲉⲅⲓⲱⲛ ⲡⲉ ⲡⲣⲁⲛ ϫⲉⲧⲛϫⲕϩⲁϩ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0009 (CC BY 4.0),gold
He begged him much that he would not send them away out of the country.,ⲁⲩⲱ ⲁⲩⲥⲉⲡⲥⲱⲡϥ ⲉⲙⲁⲧⲉ ϫⲉⲕⲁⲁⲥ ⲛⲛⲉϥⲛⲟϫⲟⲩ ⲉⲃⲟⲗ ⲛⲧⲉⲭⲱⲣⲁ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0010 (CC BY 4.0),gold
Now on the mountainside there was a great herd of pigs feeding.,ⲛⲉⲥⲙⲡⲙⲁ ⲇⲉ ⲉⲧⲙⲙⲁⲩ ϩⲁⲣⲁⲧϥ ⲙⲡⲧⲟⲟⲩ ⲛϭⲓⲟⲩⲛⲟϭ ⲛⲁⲅⲉⲗⲏ ⲛⲣⲓⲣ ⲉⲩⲙⲟⲟⲛⲉ ⲙⲙⲟⲥ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0011 (CC BY 4.0),gold
"All the demons begged him, saying, 'Send us into the pigs, that we may enter into them.'",ⲁⲩⲱ ⲁⲩⲥⲉⲡⲥⲱⲡϥ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉϫⲟⲟⲩⲛ ⲉϩⲟⲩⲛ ⲉⲛⲉϣⲁⲩ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0012 (CC BY 4.0),gold
"At once Jesus gave them permission. The unclean spirits came out and entered into the pigs. The herd of about two thousand rushed down the steep bank into the sea, and they were drowned in the sea.",ⲁⲩⲱ ⲁⲩⲕⲁⲁⲩ ⲉⲧⲣⲉⲩⲃⲱⲕ ⲛⲧⲉⲣⲉⲛⲉⲡⲛⲉⲩⲙⲁ ⲇⲉ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲉⲓ ⲉⲃⲟⲗ ⲁⲩⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲛⲉϣⲁⲩ ⲁⲩⲱ ⲁⲥⲣⲱϩⲧ ⲛϭⲓⲧⲁⲅⲉⲗⲏ ⲛⲣⲓⲣ ϩⲓϫⲛⲧϣⲱⲙⲉ ⲉⲡⲉⲕϩⲏⲧ ⲉⲩⲛⲁⲣϫⲟⲩⲱⲧ ⲛϣⲉ ⲁⲩⲙⲟⲩ ϩⲛⲧⲉⲑⲁⲗⲁⲥⲥⲁ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0013 (CC BY 4.0),gold
"Those who fed them fled, and told it in the city and in the country. The people came to see what it was that had happened.",ⲛⲉⲧⲙⲟⲟⲛⲉ ⲇⲉ ⲙⲙⲟⲟⲩ ⲁⲩⲡⲱⲧ ⲁⲩϫⲓⲡⲟⲩⲱ ⲉϩⲣⲁⲓ ⲉⲧⲡⲟⲗⲓⲥ ⲙⲛⲛⲥⲱϣⲉ ⲁⲩⲉⲓ ⲉⲃⲟⲗ ⲉⲛⲁⲩ ⲉⲡⲉⲛⲧⲁϥϣⲱⲡⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0014 (CC BY 4.0),gold
"They came to Jesus, and saw him who had been possessed by demons sitting, clothed, and in his right mind, even him who had the legion; and they were afraid.",ⲁⲩⲉⲓ ⲇⲉ ⲉⲣⲁⲧϥ ⲛⲓⲏⲥⲟⲩⲥ ⲁⲩⲛⲁⲩ ⲉⲡⲉⲧⲟ ⲛⲣⲉϥϣⲟⲟⲣ ⲉϥϩⲙⲟⲟⲥ ⲉϩⲣⲁⲓ ⲉⲣⲉⲛⲉϥϩⲟⲓⲧⲉ ϩⲓⲱⲱϥ ⲁⲩⲱ ⲉⲣⲉⲡⲉϥϩⲏⲧ ⲥⲙⲟⲛⲧ . ⲡⲉⲛⲧⲁⲗⲉⲅⲓⲱⲛ ϣⲱⲡⲉ ⲛⲙⲙⲁϥ ⲁⲩⲱ ⲁⲩⲣϩⲟⲧⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0015 (CC BY 4.0),gold
"Those who saw it declared to them how it happened to him who was possessed by demons, and about the pigs.",ⲛⲉⲛⲧⲁⲩⲛⲁⲩ ⲇⲉ ⲁⲩⲧⲁⲟⲩⲟ ⲉⲣⲟⲟⲩ ⲛⲧϩⲉ ⲛⲧⲁⲥϣⲱⲡⲉ ⲙⲡⲉⲧⲟ ⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲁⲩⲱ ⲉⲧⲃⲉⲛⲉϣⲁⲩ,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_mark-Mark_05_s0016 (CC BY 4.0),gold
